iso,country,region,year,pop_total,pop_growth,gdp,imports,exports,avg_precip,co2,methane,nitrous_oxide,total_ghg,avg_temp_c,avg_temp_f
AFG,Afghanistan,South Asia,2000,20779953,2.97505284644171,,,,,0.758,10.59,3.62,15.05,15.822666666666663,60.480799999999995
AFG,Afghanistan,South Asia,2001,21606988,3.90280570094654,,,,,0.7979999999999999,9.36,3.22,13.47,15.847916666666665,60.526250000000005
AFG,Afghanistan,South Asia,2002,22600770,4.49671956064979,7465114629.45783,,,327,1.052,11.21,3.72,16.1,15.714583333333332,60.286249999999995
AFG,Afghanistan,South Asia,2003,23680871,4.66836149396509,8124454291.89637,,,,1.186,11.56,3.92,16.78,15.132583333333331,59.23865
AFG,Afghanistan,South Asia,2004,24726684,4.3215392956708,8239343660.83276,,,,0.889,11.47,3.82,16.35,16.128416666666666,61.03115
AFG,Afghanistan,South Asia,2005,25654277,3.68273179651497,9164598458.53792,,,,1.3030000000000002,11.68,3.97,17.09,14.847499999999998,58.725500000000004
AFG,Afghanistan,South Asia,2006,26433049,2.99047809385985,9655582953.98018,,,,1.635,14.89,4.06,20.74,15.798500000000002,60.43729999999999
AFG,Afghanistan,South Asia,2007,27100536,2.49384229934363,10990594706.5564,,,327,2.269,18.1,4.25,24.78,15.518,59.9324
AFG,Afghanistan,South Asia,2008,27722276,2.26827714453847,11421973770.8233,,,,4.2,22.19,4.81,31.39,15.479249999999999,59.86265000000001
AFG,Afghanistan,South Asia,2009,28394813,2.39702099079878,13865194314.7185,,,,6.74,25.43,5.32,37.72,15.093333333333334,59.168000000000006
AFG,Afghanistan,South Asia,2010,29185507,2.74657628012835,15856574731.441,,,,8.398,30.04,6.03,44.75,15.676,60.216800000000006
AFG,Afghanistan,South Asia,2011,30117413,3.14312590262153,15924179997.7914,,,,12.106,39.48,6.61,58.62,15.812166666666668,60.46190000000001
AFG,Afghanistan,South Asia,2012,31161376,3.40758697372751,17954877146.6564,,,327,10.219,48.78,7.16,67.05,14.510333333333335,58.11860000000001
AFG,Afghanistan,South Asia,2013,32269589,3.49458904891961,18960483969.8941,,,,8.441,58.13,7.72,76.29,16.206125,61.17102499999999
AGO,Angola,Sub-Saharan Africa,2000,16395473,3.27720355508788,36155384575.451,4267996118.3158,8187952996.90344,,9.515,47.49,19.3,161.84,24.41033333333333,75.9386
AGO,Angola,Sub-Saharan Africa,2001,16945753,3.3011981819287,37676079528.6812,10941978660.9548,6736804052.06298,,9.672,41.35,18.45,143.58,24.427083333333332,75.96874999999999
AGO,Angola,Sub-Saharan Africa,2002,17519417,3.32925667399073,42824774451.2357,22834202903.1205,8725781181.80022,1010,12.597999999999999,44.8,19.06,164.5,24.790916666666664,76.62365
AGO,Angola,Sub-Saharan Africa,2003,18121479,3.37881111015826,44105170974.6178,25046837164.4329,9676099739.56623,,8.988,49.02,21.28,181.04,24.867166666666673,76.76089999999999
AGO,Angola,Sub-Saharan Africa,2004,18758145,3.45301382916021,48935949384.3211,26832676652.9623,13749769575.3243,,18.702,52.62,21.71,193.16,24.216166666666666,75.5891
AGO,Angola,Sub-Saharan Africa,2005,19433602,3.53755715435985,56290491777.1201,30039181511.7636,24225663183.7639,,19.006,53.41,21.72,191.8,24.41458333333333,75.94625
AGO,Angola,Sub-Saharan Africa,2006,20149901,3.6195745593604,62790739426.972,31946669537.0915,33245105956.2189,,22.101999999999997,46.73,19.08,165.86,24.13841666666667,75.44915
AGO,Angola,Sub-Saharan Africa,2007,20905363,3.68063536954353,71587733475.3748,34374616423.8749,44319695565.281,1010,24.976,55.16,21.55,196.18,24.241583333333327,75.63485000000001
AGO,Angola,Sub-Saharan Africa,2008,21695634,3.71053132219744,79581318822.8055,40620484227.3826,64168383679.8013,,25.486,49.94,19.66,173.97,24.266333333333336,75.6794
AGO,Angola,Sub-Saharan Africa,2009,22514281,3.70387768309131,80264693646.7985,40427766592.5416,41310593206.4512,,27.566,52.37,19.96,180.68,24.325083333333335,75.78515
AGO,Angola,Sub-Saharan Africa,2010,23356246,3.67146240136924,83799496611.2004,35682259098.1843,51572818660.8665,,28.864,54.53,20.74,186.78,24.440250000000002,75.99245
AGO,Angola,Sub-Saharan Africa,2011,24220661,3.63415862558996,86708995310.3851,39589481387.0111,67822745138.1171,,30.33,62.53,22.28,220.88,24.150750000000002,75.47135000000002
AGO,Angola,Sub-Saharan Africa,2012,25107931,3.59777430762499,94115840392.858,39554065387.2082,71632934595.8855,1010,33.801,54.14,20.63,185.5,24.24008333333333,75.63215
AGO,Angola,Sub-Saharan Africa,2013,26015780,3.55195046716591,98778851724.4208,41285999311.6733,69376269461.8533,,33.229,57.54,21.62,202.25,24.553874999999998,76.19697500000001
AUS,Australia,East Asia & Pacific,2000,19153000,1.19227232344832,849137077164.435,116305619252.701,80697104816.9315,,350.195,170.05,99.82,608.16,15.943750000000001,60.69875
AUS,Australia,East Asia & Pacific,2001,19413000,1.34835834227145,865532704887.51,115171817467.997,84096812278.6305,,357.66900000000004,187.38,117.67,700.99,16.017250000000004,60.83104999999998
AUS,Australia,East Asia & Pacific,2002,19651400,1.22056378534358,900166165695.802,116725861142.867,81986709920.4688,534,362.21,176.89,108.51,688.48,15.904833333333334,60.62869999999999
AUS,Australia,East Asia & Pacific,2003,19895400,1.23399666342628,927044536189.266,132130086892.174,89076295864.8806,,369.726,140.63,70.85,620.39,15.788958333333335,60.42012499999999
AUS,Australia,East Asia & Pacific,2004,20127400,1.15935216218033,964640382071.844,149966762477.195,105368473467.065,,383.205,153.78,90.89,664.4,15.805875000000002,60.45057499999999
AUS,Australia,East Asia & Pacific,2005,20394800,1.31978955436191,995550062444.482,168712027342.245,126651631333.634,,386.51300000000003,131.51,65.02,622.46,16.20329166666667,61.16592499999999
AUS,Australia,East Asia & Pacific,2006,20697900,1.47522794532757,1023371077536.56,182435285530.885,148419436957.173,,392.681,158.53,90.0,637.39,15.870291666666665,60.56652499999999
AUS,Australia,East Asia & Pacific,2007,20827600,0.624678435014185,1062711818739.97,201709141944.708,172356912930.831,534,399.842,149.32,80.29,628.77,16.50633333333333,61.71139999999999
AUS,Australia,East Asia & Pacific,2008,21249200,2.00402174031569,1101585323180.17,230841269439.452,212503133393.017,,404.417,131.52,64.67,597.42,15.715833333333336,60.28849999999999
AUS,Australia,East Asia & Pacific,2009,21691700,2.0610451296841,1122922963917.09,222936387917.978,213439846856.133,,407.463,138.15,70.06,617.92,16.411625,61.540924999999994
AUS,Australia,East Asia & Pacific,2010,22031750,1.55548958906995,1146138465603.81,238851404915,227050118911.301,,405.50300000000004,121.11,56.13,579.14,16.115333333333332,61.0076
AUS,Australia,East Asia & Pacific,2011,22340024,1.38952731561803,1174365063005.45,263374028362.173,299391698708.469,,404.173,174.14,112.17,617.79,15.952125000000002,60.713824999999986
AUS,Australia,East Asia & Pacific,2012,22733465,1.74582000067359,1220378598873.43,293297108364.744,332126211590.019,534,406.506,173.59,112.58,617.86,15.8715,60.5687
AUS,Australia,East Asia & Pacific,2013,23128129,1.721151439989,1251924137225.91,294100443690.698,314546014158.203,,397.94300000000004,132.67,66.69,529.26,16.415625,61.548125
BGD,Bangladesh,South Asia,2000,127657854,1.95238739042337,67013472133.6724,6403171396.5966,6588073941.56231,,26.525,69.01,21.38,136.2,25.90525,78.62945
BGD,Bangladesh,South Asia,2001,130088702,1.88628714466314,70415938962.5704,7225891128.55627,7227575982.20904,,31.035,69.16,21.9,140.36,25.931249999999995,78.67625
BGD,Bangladesh,South Asia,2002,132478086,1.82007022128666,73115069176.56,6875621552.51048,6791241511.40519,2666,31.980999999999998,70.23,22.4,143.71,26.094999999999995,78.971
BGD,Bangladesh,South Asia,2003,134791603,1.73126611842793,76580407159.1288,7463456140.93008,6876856649.39551,,33.459,71.19,21.98,145.52,25.92741666666667,78.66935000000001
BGD,Bangladesh,South Asia,2004,136986432,1.61519801742418,80592862795.19,13788696951.8414,7257329709.52947,,35.945,71.09,22.11,148.32,26.136083333333332,79.04495
BGD,Bangladesh,South Asia,2005,139035505,1.48474477409202,85860367933.4753,19037059270.6007,9994813008.13008,,37.677,72.51,22.88,151.84,26.19333333333333,79.148
BGD,Bangladesh,South Asia,2006,140921167,1.34713025648415,91588890098.7471,22499985777.5658,11744907683.1447,,41.68899999999999,73.86,24.03,147.64,26.44041666666666,79.59275000000001
BGD,Bangladesh,South Asia,2007,142660376,1.22661777504995,98053782905.9494,26096841409.3661,13530306979.4382,2666,42.641999999999996,74.17,24.0,149.92,25.951333333333334,78.7124
BGD,Bangladesh,South Asia,2008,144304167,1.14565302181621,103950531260.888,25600679774.0112,16181037749.5992,,45.301,76.86,26.11,160.83,26.004499999999997,78.80810000000001
BGD,Bangladesh,South Asia,2009,145924797,1.11680572615486,109194965287.21,24935150428.3637,17359874074.1602,,49.148,77.56,25.61,164.16,26.53558333333333,79.76405000000001
BGD,Bangladesh,South Asia,2010,147575430,1.12480349318572,115279077465.226,25106319010.5127,18472449276.0536,,53.992,78.99,26.14,174.16,26.648166666666665,79.96670000000002
BGD,Bangladesh,South Asia,2011,149273778,1.14426212709209,122731154082.416,32425555330.2859,25627346571.2845,,56.556000000000004,79.57,27.13,187.09,25.803250000000002,78.44585000000001
BGD,Bangladesh,South Asia,2012,151007807,1.15494812990907,130735015707.153,35836256553.419,26886637936.4819,2666,60.691,79.73,26.52,190.02,26.28358333333333,79.31045
BGD,Bangladesh,South Asia,2013,152764676,1.1567134531016,138596904008.416,36272796466.9607,29304945498.3092,,61.782,80.47,26.8,194.46,26.587,79.85660000000001
BRA,Brazil,Latin America & Caribbean,2000,174790340,1.42416743408748,1538706023647.11,122266133924.511,66774569991.801,,324.226,327.68,125.19,1646.96,23.612944444444445,74.50330000000002
BRA,Brazil,Latin America & Caribbean,2001,177196054,1.36695707635304,1560092443326.51,126339311391.542,69203919564.6629,,332.98699999999997,352.69,133.75,1899.73,23.990944444444445,75.18370000000003
BRA,Brazil,Latin America & Caribbean,2002,179537520,1.31274418552691,1607729271032.29,109526999374.716,72286060356.887,1761,327.435,384.55,149.01,1945.01,24.261180555555555,75.67012499999998
BRA,Brazil,Latin America & Caribbean,2003,181809246,1.25738273806831,1626070712767.17,108997439404.275,84757339584.0104,,317.508,399.46,153.91,1958.83,24.00302777777777,75.20544999999998
BRA,Brazil,Latin America & Caribbean,2004,184006481,1.2012941278805,1719731810823.1,120293983344.702,110743537333.333,,333.675,418.17,164.96,2005.24,23.59476388888888,74.47057499999997
BRA,Brazil,Latin America & Caribbean,2005,186127103,1.14588099838722,1774799882787.63,129269533708.504,135918581909.3,,342.086,424.17,165.85,2015.48,24.039263888888893,75.270675
BRA,Brazil,Latin America & Caribbean,2006,188167356,1.0901968535216,1845117253979.08,152231143929.059,159215718705.466,,341.94599999999997,405.11,159.05,1420.95,23.752055555555554,74.75370000000001
BRA,Brazil,Latin America & Caribbean,2007,190130443,1.0378620369676,1957113483856.3,182003900181.901,186198863078.424,1761,356.91900000000004,420.53,170.17,1466.13,24.04238888888889,75.27629999999998
BRA,Brazil,Latin America & Caribbean,2008,192030362,0.994311623883366,2056812669849.93,212991356923.602,229512905442.251,,380.345,400.96,157.27,1454.36,23.669041666666672,74.604275
BRA,Brazil,Latin America & Caribbean,2009,193886508,0.96194826263909,2054224952705.78,196799823215.098,180894503551.065,,360.091,404.17,152.95,1433.19,24.00934722222222,75.21682500000003
BRA,Brazil,Latin America & Caribbean,2010,195713635,0.937956737505973,2208871646202.82,263001364256.48,240006821282.401,,411.24,440.19,177.35,1540.26,24.12948611111111,75.43307499999997
BRA,Brazil,Latin America & Caribbean,2011,197514534,0.915962656318059,2296661602091.86,287706138301.501,303021879483.501,,429.959,419.85,169.58,1307.81,23.57073611111111,74.42732500000001
BRA,Brazil,Latin America & Caribbean,2012,199287296,0.893531057922595,2340783923772.17,290959647226.012,292804259894.527,1761,460.098,428.06,172.62,1353.14,24.119944444444442,75.41590000000001
BRA,Brazil,Latin America & Caribbean,2013,201035903,0.873603191241425,2411120883015.01,310366401546.157,290362691897.407,,495.04699999999997,416.98,169.82,1368.38,23.880937500000012,74.9856875
CAN,Canada,North America,2000,30685730,0.931281553452429,1207140927611,380975255609.192,329258635782.102,,572.1619999999999,112.33,40.62,731.3,5.905874999999999,42.63057500000001
CAN,Canada,North America,2001,31020902,1.08635096562717,1224107626383.4,362282419196.565,310667613636.364,,564.946,108.02,39.48,903.03,7.1128333333333345,44.80309999999999
CAN,Canada,North America,2002,31360079,1.08744792718674,1265998378652.58,369027918745.46,304705919836.87,537,570.845,126.64,46.01,981.57,6.7484583333333354,44.14722499999999
CAN,Canada,North America,2003,31644028,0.901372739095955,1314246718196.33,384649529397.989,330149882235.386,,587.178,123.81,45.32,1001.57,5.469041666666667,41.844274999999996
CAN,Canada,North America,2004,31940655,0.933020777495183,1365686713015.55,417367825379.515,383240584166.026,,585.703,116.0,45.37,961.05,5.6522083333333315,42.173975
CAN,Canada,North America,2005,32243753,0.944466927450734,1433914521108.35,448041592232.535,432369202838.752,,576.434,113.77,46.05,971.7,6.583916666666666,43.851049999999994
CAN,Canada,North America,2006,32571174,1.01033450270045,1493648784987.76,471880044396.495,467052186177.715,,570.95,119.69,43.57,882.12,7.400500000000001,45.320899999999995
CAN,Canada,North America,2007,32889025,0.971135141368055,1596241677726.35,499130555258.451,502770691741.923,537,594.221,111.91,45.64,894.32,6.158666666666668,43.0856
CAN,Canada,North America,2008,33247118,1.08290711607014,1612325771145.48,503598471248.63,534150890346.767,,575.587,110.03,45.25,877.95,6.096791666666668,42.974225
CAN,Canada,North America,2009,33628895,1.14175809912162,1565110420573.16,441179449192.544,391985828011.548,,542.55,95.76,40.22,800.9,5.7785,42.4013
CAN,Canada,North America,2010,34004889,1.11186407517168,1613464422811.13,502010952596.424,471713799062.582,,555.55,112.85,44.84,884.34,7.444458333333333,45.40002500000001
CAN,Canada,North America,2011,34339328,0.978697786570341,1664238234177.56,530093598105.184,550012247691.207,,566.741,103.44,45.98,756.74,6.910416666666666,44.43875
CAN,Canada,North America,2012,34714222,1.08581726304756,1693565815616.96,549752477518.56,555062538866.139,537,569.737,112.82,48.38,791.74,7.879333333333335,46.18280000000001
CAN,Canada,North America,2013,35082954,1.05659125917789,1733011038185.97,561172818490.319,560294156017.37,,576.327,129.72,50.85,857.34,8.15988888888889,46.68779999999999
CHL,Chile,Latin America & Caribbean,2000,15342353,1.17721142767665,144524703666.117,28736366764.0353,23772266321.3405,,58.114,14.56,6.74,59.24,5.947749999999999,42.70595
CHL,Chile,Latin America & Caribbean,2001,15516113,1.12618583494464,149298423006.472,30253697674.8798,22996523019.9704,,52.576,14.4,6.67,62.76,6.414666666666666,43.5464
CHL,Chile,Latin America & Caribbean,2002,15684409,1.07881292652664,153937081014.428,30808425830.4843,22876417337.3588,1522,54.49,14.4,6.8,63.71,6.25025,43.25045
CHL,Chile,Latin America & Caribbean,2003,15849652,1.04803826249803,160234720403.17,32559590400.7218,26973735771.3335,,54.88399999999999,14.28,6.53,64.63,6.7739166666666675,44.19305
CHL,Chile,Latin America & Caribbean,2004,16014971,1.03764280108146,171786906198.964,38854518110.1605,39488088029.3013,,59.047,14.31,7.02,70.0,6.316333333333334,43.36939999999999
CHL,Chile,Latin America & Caribbean,2005,16182721,1.04200958151135,181652337025.042,46028987110.3507,49382442843.8593,,60.946999999999996,14.38,6.75,70.88,6.222416666666668,43.20035000000001
CHL,Chile,Latin America & Caribbean,2006,16354504,1.05592653411586,193127635486.362,51464725319.3103,67789580748.6681,,63.972,13.89,6.77,71.46,6.838916666666667,44.31005000000001
CHL,Chile,Latin America & Caribbean,2007,16530195,1.06853750831829,202601172713.024,58565243508.6335,78242480554.8399,1522,70.707,13.83,7.41,79.86,5.510916666666667,41.91965
CHL,Chile,Latin America & Caribbean,2008,16708258,1.07143797237155,209752043005.204,65321042491.7276,74413752040.6308,,70.819,14.13,8.22,84.53,6.567666666666667,43.821799999999996
CHL,Chile,Latin America & Caribbean,2009,16886186,1.05928030084099,206471018816.037,54467749072.0651,63854403849.5175,,65.92,14.19,8.17,81.79,6.703833333333333,44.0669
CHL,Chile,Latin America & Caribbean,2010,17062536,1.03892916043728,218537551220.071,68442909063.8457,82487244655.3566,,71.33,14.16,8.4,86.46,6.132833333333333,43.0391
CHL,Chile,Latin America & Caribbean,2011,17233576,0.997439115198244,231892203586.311,78833261174.4661,95255289952.0849,,78.084,14.3,7.85,-4.72,6.268583333333333,43.28345000000001
CHL,Chile,Latin America & Caribbean,2012,17400347,0.963057456532428,244225687257.03,82918918072.7425,91147100657.3255,1522,79.704,14.41,7.66,-2.62,6.818666666666666,44.27360000000001
CHL,Chile,Latin America & Caribbean,2013,17571507,0.978852117140791,254104626803.761,84556818288.8863,89638293156.1453,,81.692,13.25,7.01,0.28,5.938124999999999,42.688625
CHN,China,East Asia & Pacific,2000,1262645000,0.787956592953992,2232179118798.37,,253092089737,,3349.295,830.67,385.44,4276.12,12.679666666666664,54.823399999999964
CHN,China,East Asia & Pacific,2001,1271850000,0.726380637838525,2418247620897.73,,272060010515.89,,3426.1440000000002,825.12,387.54,4452.29,12.886666666666672,55.196
CHN,China,East Asia & Pacific,2002,1280400000,0.669999567758626,2639121430175.81,,333002310923.451,645,3782.4390000000003,820.8,406.66,4762.98,13.23345312500001,55.820215624999975
CHN,China,East Asia & Pacific,2003,1288400000,0.622860936133583,2904037243763.17,,447958253781.62,,4452.31,820.66,410.2,5385.87,12.86834895833333,55.163028125000004
CHN,China,East Asia & Pacific,2004,1296075000,0.593932815112141,3197740575270.47,,607356934124.72,,5125.894,832.66,421.54,6132.26,13.168322916666662,55.70298125000003
CHN,China,East Asia & Pacific,2005,1303720000,0.588124989556992,3562110060961.01,,773339005396.99,,5771.168000000001,839.32,428.86,6856.61,12.694156249999994,54.849481250000046
CHN,China,East Asia & Pacific,2006,1311020000,0.558374367373002,4015244502560.5,,991731387760.5,,6377.7480000000005,884.55,440.42,7483.96,13.312494791666651,55.962490624999965
CHN,China,East Asia & Pacific,2007,1317885000,0.522271866392275,4586648363851.38,,1258056795940.68,645,6861.751,923.61,449.38,8102.46,13.610291666666654,56.498525
CHN,China,East Asia & Pacific,2008,1324655000,0.51238693163744,5029291070606.01,,1497868782939.59,,7375.19,978.94,467.02,8396.81,12.990822916666664,55.38348124999998
CHN,China,East Asia & Pacific,2009,1331260000,0.497381400884935,5501980339596.26,,1262664161019.72,,7758.812,1026.0,478.86,8989.4,12.96432812500001,55.335790624999966
CHN,China,East Asia & Pacific,2010,1337705000,0.482959688678361,6087163874512.21,1432415877173.64,1654815752520.77,,8500.543,1077.21,493.22,9788.64,12.552192708333335,54.59394687500001
CHN,China,East Asia & Pacific,2011,1344130000,0.47915045424996,6668538680619.32,,2006296851391.43,,9388.199,1121.71,499.85,10781.3,12.606385416666674,54.69149375000004
CHN,China,East Asia & Pacific,2012,1350695000,0.487231117971201,7192934987439.48,,2175080625679.5,645,9633.899,1166.63,510.88,11106.42,12.384947916666663,54.29290625000002
CHN,China,East Asia & Pacific,2013,1357380000,0.49370963351136,7751549114988.98,,2354248580552.39,,9796.527,1195.91,524.1,11570.95,14.225585937500005,57.60605468749999
COL,Colombia,Latin America & Caribbean,2000,39629965,1.60375190216718,192715607785.794,22952927667.0622,15897088339.1542,,56.25899999999999,62.58,18.64,286.06,21.11820833333333,70.012775
COL,Colombia,Latin America & Caribbean,2001,40255956,1.56724440399711,195949179707.505,24959046396.3617,15111975248.9223,,55.93899999999999,63.78,18.98,309.04,21.6195,70.9151
COL,Colombia,Latin America & Caribbean,2002,40875363,1.52695418393204,200855708889.702,25041174333.9176,14513777086.8965,3240,55.43,64.33,19.23,308.21,21.826125,71.28702500000001
COL,Colombia,Latin America & Caribbean,2003,41483872,1.47772152838485,208725781697.9,27087049262.2554,15687092169.746,,57.093999999999994,67.96,20.23,317.93,21.787666666666667,71.2178
COL,Colombia,Latin America & Caribbean,2004,42075953,1.4171664654293,219857173696.312,29869460089.1169,19635451077.6387,,54.568999999999996,69.93,20.84,319.58,21.738249999999997,71.12885000000001
COL,Colombia,Latin America & Caribbean,2005,42647731,1.34976822034893,230473551392.799,33651334791.8808,24713096696.007,,60.06,67.62,20.57,316.15,21.806375,71.251475
COL,Colombia,Latin America & Caribbean,2006,43200901,1.2887279460493,245954157224.494,39601500293.464,28652692001.1584,,62.005,68.51,21.1,310.83,21.69158333333333,71.04485
COL,Colombia,Latin America & Caribbean,2007,43737512,1.23447805438202,262527027188.667,45089487961.6627,33882152640.9333,3240,60.178999999999995,72.32,23.09,318.81,21.603291666666664,70.88592500000001
COL,Colombia,Latin America & Caribbean,2008,44254972,1.17615946658969,271146960850.547,50730964845.5737,43859076278.1105,,66.65,71.95,21.79,317.54,21.20241666666666,70.16435
COL,Colombia,Latin America & Caribbean,2009,44750054,1.11249247002773,274237083517.142,46343909574.1973,38170172499.0072,,72.557,72.5,21.98,321.64,21.937124999999998,71.486825
COL,Colombia,Latin America & Caribbean,2010,45222699,1.05064996242948,286563105192.456,51362878664.0216,46826832158.2733,,76.278,74.42,22.44,325.72,21.818541666666672,71.273375
COL,Colombia,Latin America & Caribbean,2011,45662747,0.968365031109833,306473200200.736,61753115210.6533,64565472465.6878,,76.08,72.31,21.77,183.9,21.437124999999998,70.58682499999999
COL,Colombia,Latin America & Caribbean,2012,46075721,0.900335047336095,318464380248.553,67542523204.9723,69774771037.0979,3240,79.727,70.53,21.36,182.28,21.668166666666668,71.0027
COL,Colombia,Latin America & Caribbean,2013,46495492,0.906920982436048,334814320893.884,73299865207.1508,69111202876.0072,,89.98899999999999,70.85,19.9,192.09,21.935375,71.48367499999999
DEU,Germany,Europe & Central Asia,2000,82211508,0.135431600393084,3118648486219.2,868192968224.415,599415883545.237,,899.78,94.11,43.24,922.88,10.963666666666668,51.7346
DEU,Germany,Europe & Central Asia,2001,82349925,0.168225361337335,3171087577547.24,875568769474.949,619095302013.423,,916.3660000000001,89.1,44.94,970.63,9.69025,49.44245
DEU,Germany,Europe & Central Asia,2002,82488495,0.168128319406931,3164809653866.02,852673053362.087,674217955957.086,700,899.821,84.88,44.47,952.16,10.264416666666667,50.475950000000005
DEU,Germany,Europe & Central Asia,2003,82534176,0.0553633035873241,3142652293395.54,900769409759.43,819022573363.431,,900.8660000000001,80.52,44.22,951.08,10.06575,50.11835
DEU,Germany,Europe & Central Asia,2004,82516260,-0.021709727650009,3179581227513,971300492270.445,1003255525204.87,,886.966,74.53,45.57,931.26,9.822583333333332,49.68064999999999
DEU,Germany,Europe & Central Asia,2005,82469422,-0.0567782618352031,3202846451125.74,1029231241727.06,1083100360651.66,,866.3889999999999,70.65,43.62,906.56,9.919083333333333,49.854350000000004
DEU,Germany,Europe & Central Asia,2006,82376451,-0.112797497644931,3325081225495.15,1144017105916.95,1239754108643.83,,877.997,66.72,41.99,918.19,10.545333333333334,50.98160000000001
DEU,Germany,Europe & Central Asia,2007,82266372,-0.133718572600486,3424050776251.82,1215009165514.99,1482170818505.34,700,851.383,64.32,45.81,888.29,10.883166666666668,51.58969999999999
DEU,Germany,Europe & Central Asia,2008,82110097,-0.190142844695674,3456917525175.73,1242975732882.44,1633721986231.14,,854.706,63.53,43.66,892.66,10.65775,51.18395
DEU,Germany,Europe & Central Asia,2009,81902307,-0.253383410163402,3260086299007.79,1122504359801.66,1295234787440.96,,790.196,60.91,43.88,834.12,10.0625,50.112500000000004
DEU,Germany,Europe & Central Asia,2010,81776930,-0.153198446937304,3396354075663.73,1266947083718.64,1445674190819.17,,832.67,59.92,36.99,864.72,8.606833333333332,47.49230000000001
DEU,Germany,Europe & Central Asia,2011,80274983,-1.8537146287573,3529667518065.22,1359759211794.05,1687123287014.19,,809.427,58.7,35.65,812.51,10.556416666666665,51.00155000000001
DEU,Germany,Europe & Central Asia,2012,80425823,0.187727800567293,3544439091712.21,1361142181791.61,1633411861143.7,700,813.893,59.22,35.54,826.22,9.964333333333332,49.9358
DEU,Germany,Europe & Central Asia,2013,80645605,0.272900214681538,3559949248922.8,1397560185132.93,1695362721155.72,,831.316,58.31,36.12,844.05,10.121500000000001,50.2187
DOM,Dominican Republic,Latin America & Caribbean,2000,8471321,1.52296747260303,34321549050.0683,14798839379.4588,8627787837.02779,,19.594,6.53,2.14,17.53,26.34691666666667,79.42445000000001
DOM,Dominican Republic,Latin America & Caribbean,2001,8598601,1.49130568852201,35165693165.207,13927368435.5789,8164561739.85981,,19.594,6.84,2.27,19.64,26.798249999999996,80.23684999999999
DOM,Dominican Republic,Latin America & Caribbean,2002,8724975,1.45900871469339,36746427437.1086,13958003001.9504,8337730915.70511,1410,21.462,7.03,2.54,22.05,27.051000000000002,80.69180000000001
DOM,Dominican Republic,Latin America & Caribbean,2003,8850317,1.42636748325123,36251928490.4271,12551723812.9401,9022076949.26796,,21.623,6.96,2.42,19.71,27.09175,80.76515
DOM,Dominican Republic,Latin America & Caribbean,2004,8974444,1.39277050072613,37183651730.1314,13290842774.4648,9185102419.96838,,17.843,7.46,2.62,19.02,26.707416666666674,80.07335
DOM,Dominican Republic,Latin America & Caribbean,2005,9097257,1.35919569180063,40689414522.1918,14449698158.8411,10136192822.3282,,17.904,7.39,2.7,20.3,26.90458333333333,80.42825
DOM,Dominican Republic,Latin America & Caribbean,2006,9218686,1.32595716304608,44422406020.5487,15322547257.3713,10691561561.5616,,19.087,7.35,2.77,21.81,27.080833333333327,80.7455
DOM,Dominican Republic,Latin America & Caribbean,2007,9338861,1.29517850531645,47716750200.9157,16021055585.3898,11766035397.4558,1410,19.95,8.06,2.96,23.16,27.120916666666673,80.81765
DOM,Dominican Republic,Latin America & Caribbean,2008,9458075,1.26845777888478,49248221333.0284,16899276205.2709,11504530547.2804,,20.269000000000002,8.26,2.92,23.41,26.56266666666667,79.8128
DOM,Dominican Republic,Latin America & Caribbean,2009,9576737,1.24680545504647,49714185925.1764,15120453953.9679,10149743214.537,,19.814,8.55,2.99,22.87,26.88366666666666,80.3906
DOM,Dominican Republic,Latin America & Caribbean,2010,9695121,1.22858407412758,53860175556.5208,17948463931.3029,12213199947.7676,,20.574,8.7,3.11,24.28,27.012083333333337,80.62174999999999
DOM,Dominican Republic,Latin America & Caribbean,2011,9813210,1.21066679019397,55547842687.8328,17968660732.9557,14035641484.5324,,21.319000000000003,8.79,3.08,24.58,26.6635,79.9943
DOM,Dominican Republic,Latin America & Caribbean,2012,9930911,1.1922778865585,57057281933.9928,18242305095.5367,14917450219.2561,1410,21.494,8.78,2.97,25.41,26.839416666666665,80.31095
DOM,Dominican Republic,Latin America & Caribbean,2013,10048224,1.17436864265973,59838941446.6985,17843551940.0965,15775319665.9278,,21.05,8.86,3.01,25.25,26.884,80.3912
ESP,Spain,Europe & Central Asia,2000,40567864,0.447137014535835,1152484609387.48,298599830831.877,170488299244.518,,311.267,39.83,23.73,323.43,12.203000000000003,53.965399999999995
ESP,Spain,Europe & Central Asia,2001,40850412,0.694068084334464,1197811239501.96,309513987899.904,174772259507.83,,313.12,40.52,22.83,321.27,12.329750000000002,54.19354999999999
ESP,Spain,Europe & Central Asia,2002,41431558,1.41259540475782,1230523730745.39,320896207991.621,187310370788.632,636,333.38,40.92,22.46,337.91,12.515833333333333,54.5285
ESP,Spain,Europe & Central Asia,2003,42187645,1.80845446818345,1267216654327.77,340255002112.059,232067720090.293,,337.589,41.17,23.48,347.29,12.924083333333334,55.263349999999996
ESP,Spain,Europe & Central Asia,2004,42921895,1.7254663034483,1306789235708.8,373149837581.663,271169605165.135,,354.486,40.86,22.68,363.33,12.172416666666669,53.910349999999994
ESP,Spain,Europe & Central Asia,2005,43653155,1.68934904712031,1354513605581.53,399121240825.849,288082328068.648,,369.49199999999996,40.86,21.47,378.35,12.262666666666666,54.07280000000001
