iso,country,region,year,pop_total,pop_growth,gdp,imports,exports,avg_precip,co2,methane,nitrous_oxide,total_ghg,avg_temp_c,avg_temp_f
USA,United States,North America,2001,284968955,0.989741382223669,12746261681326.2,1740796891792.59,1024636000000,,5900.437,693.96,258.96,6439.61,13.033444444444447,55.460200000000015
USA,United States,North America,2002,287625193,0.927797485710314,12968262714693.8,1804104704273.72,998741000000,715,5942.651999999999,692.33,260.45,6321.65,13.0715,55.52870000000001
USA,United States,North America,2003,290107933,0.859481712840946,13339312044428.3,1892824897967.59,1036177000000,,5991.96,685.6,264.54,6353.16,12.42075,54.35734999999999
USA,United States,North America,2004,292805298,0.925483968943482,13846057985506.4,2108584735136.21,1177631000000,,6107.618,695.48,264.35,6500.27,12.628583333333337,54.73144999999999
USA,United States,North America,2005,295516599,0.921713167161207,14332499604847.4,2246246196027.59,1305225000000,,6131.893,684.7,262.64,6477.6,12.898888888888889,55.218
USA,United States,North America,2006,298379912,0.964253917136075,14741688498216,2395189161632.12,1472613000000,,6051.0509999999995,685.94,265.3,6388.86,13.337611111111112,56.0077
USA,United States,North America,2007,301231207,0.951055242772428,15018267849838.4,2455015748922.05,1660853000000,715,6128.43,708.39,273.08,6601.13,12.925194444444443,55.26535000000001
USA,United States,North America,2008,304093966,0.945865287282592,14997755929007.8,2400348833838.71,1837055000000,,5930.54,684.28,252.55,6267.35,12.632944444444446,54.73930000000001
USA,United States,North America,2009,306771529,0.876651298802912,14617299295193.1,2086299146359.86,1581996000000,,5491.036,679.85,246.01,5865.86,12.372388888888885,54.2703
USA,United States,North America,2010,309321666,0.827846041704304,14992052727000,2360183000000,1846280000000,,5698.056,679.25,250.84,6111.81,13.020166666666668,55.43630000000002
USA,United States,North America,2011,311556874,0.720017688665691,15224554803505.2,2493194168030.07,2102995000000,,5565.294,670.49,261.57,6235.85,12.787111111111109,55.0168
USA,United States,North America,2012,313830990,0.727268997193117,15567038144417.2,2560677222630.83,2191280000000,715,5367.569,648.75,251.8,5936.09,13.960777777777778,57.1294
USA,United States,North America,2013,315993715,0.686773155567634,15853795607253.8,2600198212612.77,2273428000000,,5514.029,643.66,251.19,6056.31,13.957148148148145,57.122866666666674
VNM,Vietnam,East Asia & Pacific,2000,79910412,1.10043444707364,61146300622.5134,24486229169.7182,16808688578.3564,,52.332,65.53,19.12,86.21,27.588916666666663,81.66005000000001
VNM,Vietnam,East Asia & Pacific,2001,80742499,1.03589089738478,64933025784.1857,28512225598.4437,17997102320.8111,,59.528999999999996,66.01,17.4,118.01,27.83175,82.09715
VNM,Vietnam,East Asia & Pacific,2002,81534407,0.976003678932233,69037326105.9079,33013138495.9725,19193787586.9498,1821,68.661,69.37,18.48,135.42,28.064750000000004,82.51655000000001
VNM,Vietnam,East Asia & Pacific,2003,82301656,0.936612605074648,73800255066.9557,40515304383.2678,22415697883.6498,,76.277,72.25,20.04,141.59,27.82766666666667,82.08980000000001
VNM,Vietnam,East Asia & Pacific,2004,83062821,0.920597203854393,79362145321.3724,49404039485.9556,27134530700.5589,,87.8,75.17,20.87,159.72,27.686583333333335,81.83585
VNM,Vietnam,East Asia & Pacific,2005,83832661,0.9225479932993,85351803030.4192,56407607520.1437,36712091438.1245,,94.859,77.95,20.2,169.51,27.884000000000004,82.1912
VNM,Vietnam,East Asia & Pacific,2006,84617540,0.931889276896448,91307613276.9669,63170008814.8693,44944777029.2449,,99.13,79.37,19.48,184.61,28.044,82.4792
VNM,Vietnam,East Asia & Pacific,2007,85419591,0.943390356825401,97817393659.7481,80182696040.0757,54591007520.8979,1821,100.57700000000001,83.13,21.57,200.3,27.86666666666667,82.16000000000001
VNM,Vietnam,East Asia & Pacific,2008,86243413,0.959820468453461,103355590690.416,92219139599.8499,69724976613.6576,,113.244,83.08,18.2,209.21,27.611416666666667,81.70055
VNM,Vietnam,East Asia & Pacific,2009,87092252,0.979424269726398,108934619580.606,85928883588.8981,66374595429.0185,,122.833,85.6,23.64,231.32,27.85333333333334,82.13600000000001
VNM,Vietnam,East Asia & Pacific,2010,87967651,1.00012199453749,115931749697.241,92994667514.9521,83473591218.5112,,136.113,88.65,21.9,250.6,28.28175,82.90715
VNM,Vietnam,East Asia & Pacific,2011,88871561,1.02230479554791,123166241860.417,96804119324.5979,107605943514.67,,145.048,87.69,20.16,235.37,27.675416666666667,81.81575
VNM,Vietnam,East Asia & Pacific,2012,89802487,1.04204772234833,129629226783.14,105608236818.911,124700595352.41,1821,135.686,89.18,21.54,236.85,28.248749999999998,82.84775
VNM,Vietnam,East Asia & Pacific,2013,90753472,1.05340615641098,136657571781.858,123925423679.14,143186372437.711,,140.893,90.24,23.98,248.86,28.455,83.219
ZAF,South Africa,Sub-Saharan Africa,2000,44967708,1.40902882442672,267001436052.865,57939818608.9712,37034201374.3376,,378.255,36.34,19.82,345.42,18.944708333333338,66.100475
ZAF,South Africa,Sub-Saharan Africa,2001,45571274,1.33329297020517,274210460320.471,58084603616.8934,35694721925.3821,,371.517,35.38,19.59,380.99,19.082375000000003,66.34827499999999
ZAF,South Africa,Sub-Saharan Africa,2002,46150913,1.26391821942012,284357295800.838,61187100475.3319,36701262724.487,495,356.35699999999997,38.58,20.65,396.8,18.860958333333336,65.94972499999999
ZAF,South Africa,Sub-Saharan Africa,2003,46719196,1.22383853993369,292743217487.232,66133830519.587,47117929329.6496,,404.173,38.73,19.37,417.93,18.86466666666667,65.95639999999999
ZAF,South Africa,Sub-Saharan Africa,2004,47291610,1.2177771861167,306076361734.3,76390072665.6832,58215242193.9099,,449.079,39.11,19.01,445.75,19.041208333333337,66.274175
ZAF,South Africa,Sub-Saharan Africa,2005,47880601,1.23775314959079,322228183699.627,84700595530.7873,68172283112.9212,,415.925,41.5,19.59,447.08,19.00629166666667,66.21132500000003
ZAF,South Africa,Sub-Saharan Africa,2006,48489459,1.26360012905847,340285199108.368,100167868655.412,79519161190.2828,,446.62300000000005,40.63,18.87,447.83,18.893916666666666,66.00905
ZAF,South Africa,Sub-Saharan Africa,2007,49119759,1.29149433596128,358526105165.636,109549937168.77,93339341982.0024,495,464.8,42.06,19.46,468.37,18.88916666666667,66.0005
ZAF,South Africa,Sub-Saharan Africa,2008,49779471,1.33412926501881,369966840760.721,112627301535.267,102154408560.5,,494.642,42.96,19.84,502.33,18.71525,65.68745
ZAF,South Africa,Sub-Saharan Africa,2009,50477011,1.39153347856978,364276420244.386,92737392777.1404,82601460991.0665,,502.259,43.82,20.13,482.21,18.830916666666667,65.89565
ZAF,South Africa,Sub-Saharan Africa,2010,51216964,1.45528003824746,375349442837.24,102747227230.509,107407119051.522,,466.93,44.8,20.01,490.01,19.106333333333335,66.3914
ZAF,South Africa,Sub-Saharan Africa,2011,52004172,1.5253140838922,387676549661.244,114986456441.567,126845106113.399,,473.949,44.69,19.82,476.14,18.67170833333333,65.60907500000002
ZAF,South Africa,Sub-Saharan Africa,2012,52834005,1.58310713698288,396257207214.537,119838608097.033,117805454390.431,495,461.139,45.19,20.0,496.32,18.924249999999997,66.06365000000001
ZAF,South Africa,Sub-Saharan Africa,2013,53689236,1.60575169931034,406104993310.75,125847618846.637,113611981865.661,,455.866,45.05,19.38,505.11,18.982812499999998,66.1690625
ZWE,Zimbabwe,Sub-Saharan Africa,2000,11881477,0.495761344074177,17216768309.2624,5744794122.83161,2552871400,,13.818,11.39,6.6,69.59,20.283666666666672,68.5106
ZWE,Zimbabwe,Sub-Saharan Africa,2001,11923914,0.356533063905084,17464623554.5545,5659439424.22431,2369300000,,12.509,12.49,7.13,71.44,20.861,69.5498
ZWE,Zimbabwe,Sub-Saharan Africa,2002,11954290,0.254424632487411,15911315808.1904,5581616629.69237,2019000000,657,11.897,11.0,6.1,67.45,21.079333333333338,69.94279999999999
ZWE,Zimbabwe,Sub-Saharan Africa,2003,11982224,0.233400842587955,13207175801.7861,4557068214.8192,1855571300,,10.607999999999999,10.64,5.96,64.68,20.889166666666668,69.60050000000001
ZWE,Zimbabwe,Sub-Saharan Africa,2004,12019912,0.314038975309532,12440164041.0608,4226844273.44091,2001178100,,9.429,10.96,6.18,64.87,20.30766666666667,68.55379999999998
ZWE,Zimbabwe,Sub-Saharan Africa,2005,12076699,0.471328562569945,11729695862.7806,3842950554.94873,1930796900,,10.7,10.7,5.87,65.05,21.487416666666665,70.67735
ZWE,Zimbabwe,Sub-Saharan Africa,2006,12155491,0.650310827693939,11323673004.4172,3586218561.15265,1957416600,,10.365,10.38,5.84,63.96,20.69975,69.25955
ZWE,Zimbabwe,Sub-Saharan Africa,2007,12255922,0.822824689676551,10909982217.1408,3131952897.85154,1999583100,657,9.834,10.69,6.12,64.45,20.74625,69.34325
ZWE,Zimbabwe,Sub-Saharan Africa,2008,12379549,1.00365881192894,8982303319.46873,3496758316.36298,1831052800,,7.718999999999999,11.01,6.31,62.88,20.6805,69.2249
ZWE,Zimbabwe,Sub-Saharan Africa,2009,12526968,1.18379235089659,10061936649.7681,5317417019.21266,1882654700,,5.476,11.35,6.7,63.54,20.523833333333336,68.94290000000001
ZWE,Zimbabwe,Sub-Saharan Africa,2010,12697723,1.35389256748755,12041655200,6440274000,3569254400,,7.864,11.87,7.11,66.54,21.165833333333335,70.0985
ZWE,Zimbabwe,Sub-Saharan Africa,2011,12894316,1.53639080596533,13750837257.6961,5892849418.35424,4907581300,,9.48,12.26,7.26,67.42,20.78175,69.40715000000002
ZWE,Zimbabwe,Sub-Saharan Africa,2012,13115131,1.69800077206632,16042473245.9454,7065844414.00197,4306653100,657,7.659,12.17,6.92,67.63,20.523333333333333,68.942
ZWE,Zimbabwe,Sub-Saharan Africa,2013,13350356,1.77764493257099,16361637090.0308,5332706717.92334,4197687400,,11.617,12.08,6.67,67.55,19.7565,67.5617
