country,region,year,pop_total,pop_growth,avg_temp_c,avg_temp_f
Afghanistan,South Asia,2000,20779953,2.97505284644171,15.822666666666663,60.480799999999995
Afghanistan,South Asia,2001,21606988,3.90280570094654,15.847916666666665,60.526250000000005
Afghanistan,South Asia,2002,22600770,4.49671956064979,15.714583333333332,60.286249999999995
Afghanistan,South Asia,2003,23680871,4.66836149396509,15.132583333333331,59.23865
Afghanistan,South Asia,2004,24726684,4.3215392956708,16.128416666666666,61.03115
Afghanistan,South Asia,2005,25654277,3.68273179651497,14.847499999999998,58.725500000000004
Afghanistan,South Asia,2006,26433049,2.99047809385985,15.798500000000002,60.43729999999999
Afghanistan,South Asia,2007,27100536,2.49384229934363,15.518,59.9324
Afghanistan,South Asia,2008,27722276,2.26827714453847,15.479249999999999,59.86265000000001
Afghanistan,South Asia,2009,28394813,2.39702099079878,15.093333333333334,59.168000000000006
Afghanistan,South Asia,2010,29185507,2.74657628012835,15.676,60.216800000000006
Afghanistan,South Asia,2011,30117413,3.14312590262153,15.812166666666668,60.46190000000001
Afghanistan,South Asia,2012,31161376,3.40758697372751,14.510333333333335,58.11860000000001
Afghanistan,South Asia,2013,32269589,3.49458904891961,16.206125,61.17102499999999
Angola,Sub-Saharan Africa,2000,16395473,3.27720355508788,24.41033333333333,75.9386
Angola,Sub-Saharan Africa,2001,16945753,3.3011981819287,24.427083333333332,75.96874999999999
Angola,Sub-Saharan Africa,2002,17519417,3.32925667399073,24.790916666666664,76.62365
Angola,Sub-Saharan Africa,2003,18121479,3.37881111015826,24.867166666666673,76.76089999999999
Angola,Sub-Saharan Africa,2004,18758145,3.45301382916021,24.216166666666666,75.5891
Angola,Sub-Saharan Africa,2005,19433602,3.53755715435985,24.41458333333333,75.94625
Angola,Sub-Saharan Africa,2006,20149901,3.6195745593604,24.13841666666667,75.44915
Angola,Sub-Saharan Africa,2007,20905363,3.68063536954353,24.241583333333327,75.63485000000001
