iso,country,year,co2,methane,nitrous_oxide,total_ghg,avg_temp_c,avg_temp_f
MAR,Morocco,2012,59.028,15.78,8.15,82.94,18.244666666666667,64.84039999999999
MAR,Morocco,2013,58.735,16.22,8.93,83.77,18.789625,65.821325
NGA,Nigeria,2000,78.82300000000001,93.72,28.94,384.81,26.716722222222216,80.09010000000002
NGA,Nigeria,2001,86.71700000000001,89.74,27.74,350.29,26.718000000000004,80.09239999999998
NGA,Nigeria,2002,94.305,92.4,27.81,354.2,27.025027777777773,80.64504999999998
NGA,Nigeria,2003,100.009,96.24,28.94,361.86,27.11597222222222,80.80874999999999
NGA,Nigeria,2004,98.686,99.15,28.51,364.38,27.141694444444443,80.85504999999999
NGA,Nigeria,2005,105.757,104.16,31.27,382.16,27.311222222222213,81.1602
NGA,Nigeria,2006,97.809,104.83,30.86,401.69,27.388388888888887,81.29910000000001
NGA,Nigeria,2007,94.26899999999999,105.05,30.18,399.66,27.329388888888886,81.1929
NGA,Nigeria,2008,94.772,106.13,30.75,403.26,27.024888888888896,80.6448
NGA,Nigeria,2009,74.885,104.28,29.41,383.36,27.4515,81.4127
NGA,Nigeria,2010,112.314,107.77,31.71,404.25,27.661749999999998,81.79114999999997
NGA,Nigeria,2011,129.56799999999998,112.4,32.36,430.36,27.229111111111116,81.01239999999999
NGA,Nigeria,2012,116.331,116.41,33.22,432.32,27.007749999999998,80.61394999999999
NGA,Nigeria,2013,122.098,118.9,33.96,455.67,27.429791666666663,81.373625
PAK,Pakistan,2000,105.41799999999999,89.83,38.73,249.66,25.921083333333332,78.65795
PAK,Pakistan,2001,107.126,91.1,39.13,251.87,25.87925,78.58265
PAK,Pakistan,2002,112.904,93.8,40.27,258.29,26.13963888888888,79.05135000000001
PAK,Pakistan,2003,117.491,97.04,41.38,266.23,25.464916666666667,77.83685000000003
PAK,Pakistan,2004,129.959,99.6,42.69,283.06,26.201638888888883,79.16295
PAK,Pakistan,2005,134.756,102.48,44.97,291.3,25.375166666666665,77.67530000000002
PAK,Pakistan,2006,143.727,109.31,46.48,312.19,25.68772222222222,78.2379
PAK,Pakistan,2007,155.844,112.14,46.43,328.95,25.84002777777778,78.51205
PAK,Pakistan,2008,155.356,116.86,48.51,331.94,25.506861111111107,77.91235
PAK,Pakistan,2009,155.219,119.83,52.73,342.3,26.048638888888902,78.88754999999998
PAK,Pakistan,2010,154.145,119.25,51.85,336.91,26.136722222222218,79.0461
PAK,Pakistan,2011,154.659,125.32,52.79,352.21,25.657527777777783,78.18355000000001
PAK,Pakistan,2012,153.876,127.79,51.38,356.03,25.496222222222226,77.89320000000002
PAK,Pakistan,2013,150.451,132.76,54.81,366.54,26.372291666666666,79.47012500000001
PER,Peru,2000,30.078000000000003,25.66,8.1,105.93,17.018166666666666,62.6327
PER,Peru,2001,26.929000000000002,25.84,8.1,103.93,16.948666666666668,62.5076
PER,Peru,2002,26.930999999999997,26.52,8.35,106.05,17.44333333333333,63.398
PER,Peru,2003,26.105,27.12,8.51,106.41,17.35683333333333,63.24229999999999
PER,Peru,2004,31.555999999999997,26.84,8.46,110.4,17.293749999999996,63.12875000000002
PER,Peru,2005,36.733000000000004,29.31,8.81,115.47,17.019499999999997,62.6351
PER,Peru,2006,28.263,28.06,8.68,137.58,17.608333333333334,63.69499999999999
PER,Peru,2007,34.524,29.26,9.23,144.13,16.68016666666667,62.024300000000004
PER,Peru,2008,40.669000000000004,28.9,8.91,146.26,17.337416666666666,63.20735
PER,Peru,2009,51.207,29.26,9.36,149.92,17.396999999999995,63.31459999999999
PER,Peru,2010,57.151,30.34,9.41,155.8,16.968999999999998,62.54419999999999
PER,Peru,2011,48.958999999999996,29.78,9.36,158.34,17.03475,62.66255000000001
PER,Peru,2012,54.156000000000006,30.53,9.53,159.39,17.68091666666667,63.82565000000002
PER,Peru,2013,42.928999999999995,30.54,9.49,160.56,16.995375,62.591674999999995
PHL,Philippines,2000,72.346,57.23,11.14,139.74,27.020666666666667,80.63719999999999
PHL,Philippines,2001,70.305,57.97,11.38,153.27,27.17125,80.90825
PHL,Philippines,2002,70.155,58.6,11.25,155.07,27.10308333333334,80.78555000000001
PHL,Philippines,2003,70.215,58.84,12.18,158.17,27.07316666666667,80.7317
PHL,Philippines,2004,72.771,60.4,12.74,161.91,27.094250000000002,80.76965
PHL,Philippines,2005,73.271,60.37,12.36,163.38,27.12041666666667,80.81675
PHL,Philippines,2006,66.52199999999999,60.83,11.79,174.34,27.23091666666667,81.01565
PHL,Philippines,2007,70.764,62.05,12.28,180.03,27.20625,80.97125
PHL,Philippines,2008,77.3,63.39,11.63,183.14,26.937583333333333,80.48765
PHL,Philippines,2009,76.493,64.19,11.92,185.25,26.915916666666664,80.44865000000001
PHL,Philippines,2010,82.95100000000001,63.02,13.03,191.37,27.492333333333338,81.48620000000001
PHL,Philippines,2011,83.744,63.81,12.35,103.17,26.8165,80.2697
PHL,Philippines,2012,88.40700000000001,65.06,12.1,108.25,27.336416666666665,81.20555
PHL,Philippines,2013,95.79299999999999,65.77,12.52,119.61,27.868999999999996,82.16420000000001
RUS,Russia,2000,1471.0520000000001,636.85,56.36,2418.99,6.072791666666667,42.931025000000005
RUS,Russia,2001,1507.501,673.45,60.24,2329.98,5.139833333333334,41.25169999999999
RUS,Russia,2002,1495.484,718.04,69.09,2381.15,5.355499999999999,41.6399
RUS,Russia,2003,1525.39,794.89,79.0,2552.06,4.917541666666668,40.851575
RUS,Russia,2004,1530.474,779.61,57.88,2443.69,5.214625,41.38632500000001
RUS,Russia,2005,1547.376,799.27,57.16,2492.3,5.547833333333336,41.98609999999999
RUS,Russia,2006,1606.3129999999999,816.26,61.0,2379.41,5.1929583333333325,41.347325
RUS,Russia,2007,1604.3239999999998,814.89,58.09,2352.0,6.170125,43.106224999999995
RUS,Russia,2008,1636.694,883.26,80.72,2616.54,6.583750000000001,43.85075
RUS,Russia,2009,1528.765,809.97,63.58,2281.07,5.431416666666666,41.77654999999999
RUS,Russia,2010,1612.885,839.78,63.28,2401.66,5.0772916666666665,41.139125
RUS,Russia,2011,1664.953,855.45,69.62,2478.2,6.033041666666668,42.859475
RUS,Russia,2012,1679.866,897.23,79.78,2541.38,4.930958333333334,40.875724999999996
RUS,Russia,2013,1619.1729999999998,863.8,64.49,2413.77,6.4288125,43.5718625
SAU,Saudi Arabia,2000,296.353,32.86,4.67,291.53,27.36516666666667,81.2573
SAU,Saudi Arabia,2001,296.575,34.16,4.8,297.91,27.61391666666667,81.70504999999999
SAU,Saudi Arabia,2002,325.681,35.42,4.89,318.21,27.501,81.50179999999999
SAU,Saudi Arabia,2003,326.517,36.7,5.04,331.49,27.702541666666665,81.864575
SAU,Saudi Arabia,2004,394.585,38.13,5.22,349.91,27.355166666666666,81.2393
SAU,Saudi Arabia,2005,395.855,39.43,5.04,367.36,27.399166666666662,81.31850000000001
SAU,Saudi Arabia,2006,431.292,40.59,5.09,390.25,27.41304166666667,81.34347500000001
SAU,Saudi Arabia,2007,386.50699999999995,41.88,5.27,412.81,27.517374999999998,81.53127500000001
SAU,Saudi Arabia,2008,432.336,42.9,4.65,450.54,27.46149999999999,81.43069999999999
SAU,Saudi Arabia,2009,465.844,43.94,4.45,470.82,27.72229166666666,81.900125
SAU,Saudi Arabia,2010,517.716,45.48,4.66,515.51,28.398416666666666,83.11715
SAU,Saudi Arabia,2011,497.659,42.07,4.96,534.47,27.438000000000002,81.38840000000002
SAU,Saudi Arabia,2012,563.179,38.5,5.02,568.12,27.914625,82.246325
SAU,Saudi Arabia,2013,540.805,39.74,5.54,585.75,28.326687500000002,82.98803749999999
SEN,Senegal,2000,3.9010000000000002,10.39,7.11,28.74,25.259333333333334,77.46679999999999
SEN,Senegal,2001,4.258,9.84,7.0,28.11,25.792,78.42559999999999
SEN,Senegal,2002,4.437,9.23,6.8,27.46,25.404166666666672,77.7275
SEN,Senegal,2003,4.926,8.34,5.94,25.63,25.25091666666667,77.45165
SEN,Senegal,2004,5.2379999999999995,8.87,6.53,27.65,25.38083333333334,77.6855
SEN,Senegal,2005,5.54,9.25,6.84,28.64,25.784416666666672,78.41195
SEN,Senegal,2006,4.422,9.92,7.36,29.04,25.320666666666668,77.5772
SEN,Senegal,2007,4.863,9.32,6.61,28.44,25.33575,77.60435
SEN,Senegal,2008,4.739,10.03,7.3,30.06,25.497749999999996,77.89595000000001
SEN,Senegal,2009,4.713,9.76,6.94,29.78,25.011499999999998,77.0207
SEN,Senegal,2010,7.28,10.4,7.46,31.39,26.103666666666665,78.9866
SEN,Senegal,2011,7.819,10.61,7.68,30.98,25.411,77.7398
SEN,Senegal,2012,7.3629999999999995,10.16,7.23,30.1,25.473000000000003,77.8514
SEN,Senegal,2013,7.854,10.37,7.61,31.33,24.695375000000006,76.45167500000001
SGP,Singapore,2000,48.856,1.71,9.52,55.26,27.096500000000002,80.77370000000002
SGP,Singapore,2001,49.442,1.82,9.21,55.12,27.189333333333334,80.9408
SGP,Singapore,2002,47.173,1.93,8.91,54.18,27.40608333333333,81.33094999999999
SGP,Singapore,2003,49.497,2.04,8.65,51.12,27.311833333333336,81.1613
SGP,Singapore,2004,46.858999999999995,2.15,8.36,52.49,27.328666666666663,81.19160000000001
SGP,Singapore,2005,36.468,2.26,8.04,50.8,27.493583333333333,81.48845000000001
SGP,Singapore,2006,43.045,2.44,7.84,51.4,27.32841666666667,81.19115000000001
SGP,Singapore,2007,47.518,2.61,7.6,52.66,27.129999999999995,80.83399999999999
SGP,Singapore,2008,57.571999999999996,2.79,7.38,52.82,27.06766666666667,80.72180000000002
SGP,Singapore,2009,90.098,2.96,7.15,53.89,27.473333333333333,81.45200000000001
SGP,Singapore,2010,56.62,3.14,7.03,58.16,27.6035,81.6863
SGP,Singapore,2011,30.272,3.28,7.34,61.31,27.282166666666665,81.1079
SGP,Singapore,2012,48.145,3.42,7.57,61.1,27.303583333333336,81.14645
SGP,Singapore,2013,54.36600000000001,3.56,7.9,62.28,27.602874999999997,81.685175
SOM,Somalia,2000,0.48,18.65,6.89,41.83,27.78741666666667,82.01735000000001
SOM,Somalia,2001,0.502,19.04,7.06,44.24,27.678916666666666,81.82204999999999
SOM,Somalia,2002,0.586,19.31,7.15,44.7,27.773500000000002,81.9923
SOM,Somalia,2003,0.594,19.48,7.22,44.97,28.03291666666667,82.45925000000001
SOM,Somalia,2004,0.594,19.71,7.32,45.3,27.853166666666667,82.1357
SOM,Somalia,2005,0.594,20.02,7.47,45.78,28.081333333333333,82.5464
SOM,Somalia,2006,0.594,19.22,7.02,42.35,27.783,82.00939999999999
SOM,Somalia,2007,0.608,18.56,6.56,41.27,28.084750000000003,82.55255
SOM,Somalia,2008,0.601,18.62,6.56,41.33,27.745416666666667,81.94175
SOM,Somalia,2009,0.597,18.67,6.56,41.41,28.225333333333335,82.8056
SOM,Somalia,2010,0.612,18.82,6.62,41.65,28.025583333333334,82.44605
SOM,Somalia,2011,0.612,18.96,6.64,39.61,28.27508333333334,82.89515
SOM,Somalia,2012,0.608,19.2,6.73,39.95,28.1895,82.74109999999999
SOM,Somalia,2013,0.63,19.3,6.77,40.1,27.941375,82.29447499999999
ZAF,South Africa,2000,378.255,36.34,19.82,345.42,18.944708333333338,66.100475
ZAF,South Africa,2001,371.517,35.38,19.59,380.99,19.082375000000003,66.34827499999999
ZAF,South Africa,2002,356.35699999999997,38.58,20.65,396.8,18.860958333333336,65.94972499999999
ZAF,South Africa,2003,404.173,38.73,19.37,417.93,18.86466666666667,65.95639999999999
ZAF,South Africa,2004,449.079,39.11,19.01,445.75,19.041208333333337,66.274175
ZAF,South Africa,2005,415.925,41.5,19.59,447.08,19.00629166666667,66.21132500000003
ZAF,South Africa,2006,446.62300000000005,40.63,18.87,447.83,18.893916666666666,66.00905
ZAF,South Africa,2007,464.8,42.06,19.46,468.37,18.88916666666667,66.0005
ZAF,South Africa,2008,494.642,42.96,19.84,502.33,18.71525,65.68745
ZAF,South Africa,2009,502.259,43.82,20.13,482.21,18.830916666666667,65.89565
ZAF,South Africa,2010,466.93,44.8,20.01,490.01,19.106333333333335,66.3914
ZAF,South Africa,2011,473.949,44.69,19.82,476.14,18.67170833333333,65.60907500000002
ZAF,South Africa,2012,461.139,45.19,20.0,496.32,18.924249999999997,66.06365000000001
ZAF,South Africa,2013,455.866,45.05,19.38,505.11,18.982812499999998,66.1690625
KOR,South Korea,2000,445.441,26.44,13.97,477.35,11.415833333333333,52.54849999999999
KOR,South Korea,2001,448.551,26.94,14.13,485.32,11.597583333333333,52.87565000000001
KOR,South Korea,2002,463.62800000000004,27.08,13.86,478.12,11.799000000000005,53.238200000000006
KOR,South Korea,2003,462.407,27.17,17.17,486.05,11.797583333333334,53.23565
KOR,South Korea,2004,478.606,26.33,19.78,510.14,12.248416666666666,54.047149999999995
KOR,South Korea,2005,459.346,26.46,18.34,505.58,11.161833333333334,52.0913
KOR,South Korea,2006,465.606,26.46,16.94,508.67,12.007916666666667,53.61425
KOR,South Korea,2007,493.353,26.2,8.73,517.49,12.25216666666667,54.0539
KOR,South Korea,2008,505.783,26.19,8.64,531.53,11.96408333333333,53.535349999999994
KOR,South Korea,2009,506.764,26.25,8.12,545.25,11.83675,53.30615
KOR,South Korea,2010,565.961,26.78,8.61,598.0,11.298333333333332,52.33699999999999
KOR,South Korea,2011,588.404,26.69,9.12,631.36,11.122416666666666,52.02035
KOR,South Korea,2012,583.632,26.86,10.72,636.17,11.227083333333333,52.20875000000001
KOR,South Korea,2013,591.54,26.69,10.31,635.55,12.118375,53.813075
ESP,Spain,2000,311.267,39.83,23.73,323.43,12.203000000000003,53.965399999999995
ESP,Spain,2001,313.12,40.52,22.83,321.27,12.329750000000002,54.19354999999999
ESP,Spain,2002,333.38,40.92,22.46,337.91,12.515833333333333,54.5285
ESP,Spain,2003,337.589,41.17,23.48,347.29,12.924083333333334,55.263349999999996
ESP,Spain,2004,354.486,40.86,22.68,363.33,12.172416666666669,53.910349999999994
ESP,Spain,2005,369.49199999999996,40.86,21.47,378.35,12.262666666666666,54.07280000000001
ESP,Spain,2006,360.579,40.48,21.92,385.9,13.056916666666668,55.50245000000001
ESP,Spain,2007,368.43300000000005,40.91,22.22,401.66,11.888750000000002,53.399750000000004
ESP,Spain,2008,336.624,39.37,20.08,368.4,11.91666666666667,53.449999999999996
ESP,Spain,2009,297.241,41.04,19.73,331.71,12.958999999999998,55.3262
ESP,Spain,2010,283.725,39.5,20.05,316.47,12.006416666666667,53.61155
ESP,Spain,2011,284.54400000000004,39.44,19.05,316.31,13.2765,55.89769999999999
ESP,Spain,2012,278.851,38.87,18.39,309.74,12.329833333333331,54.19370000000001
ESP,Spain,2013,252.764,38.13,19.18,283.47,12.684875000000002,54.832775000000005
SDN,Sudan,2000,5.055,43.97,25.09,125.77,29.621250000000003,85.31825
SDN,Sudan,2001,5.817,43.1,23.47,150.72,29.805499999999995,85.6499
SDN,Sudan,2002,7.417999999999999,46.73,26.11,178.51,29.989500000000003,85.98109999999998
SDN,Sudan,2003,8.285,47.53,25.89,152.67,29.679916666666667,85.42385
SDN,Sudan,2004,10.470999999999998,48.13,25.66,173.12,29.890416666666667,85.80275
SDN,Sudan,2005,10.027999999999999,50.31,26.97,167.24,30.168333333333333,86.303
SDN,Sudan,2006,10.984000000000002,48.82,24.97,142.36,29.551833333333335,85.19330000000001
SDN,Sudan,2007,12.905,51.7,27.16,147.02,29.584166666666672,85.25149999999998
SDN,Sudan,2008,13.634,51.93,26.81,150.87,29.911333333333335,85.84039999999999
SDN,Sudan,2009,14.189,53.0,27.37,185.07,30.46016666666667,86.82830000000001
SDN,Sudan,2010,14.398,51.52,25.63,155.1,30.730166666666666,87.3143
SDN,Sudan,2011,14.017000000000001,52.26,26.26,172.26,29.963666666666665,85.93459999999999
SDN,Sudan,2012,14.539000000000001,54.23,26.89,142.86,29.96108333333333,85.92995
SDN,Sudan,2013,16.175,54.39,27.0,142.94,30.6505,87.1709
SYR,Syria,2000,50.482,33.84,4.41,76.45,18.14925,64.66865
SYR,Syria,2001,48.141000000000005,32.83,4.07,76.97,18.750666666666664,65.7512
SYR,Syria,2002,38.439,32.29,4.41,77.58,18.219,64.7942
SYR,Syria,2003,53.581,31.89,4.75,77.9,18.203083333333336,64.76555
SYR,Syria,2004,50.385,31.6,4.86,80.27,18.14591666666667,64.66265
SYR,Syria,2005,49.881,31.24,5.32,91.42,18.105666666666668,64.5902
SYR,Syria,2006,52.84,31.47,5.66,94.68,18.166083333333333,64.69895
SYR,Syria,2007,65.718,31.67,5.67,97.96,18.39216666666667,65.10590000000002
SYR,Syria,2008,66.877,31.07,5.24,98.98,18.590083333333332,65.46215
SYR,Syria,2009,61.562,30.86,4.95,93.91,18.438083333333335,65.18854999999999
SYR,Syria,2010,60.716,30.46,4.16,93.1,19.979416666666665,67.96295
SYR,Syria,2011,56.138999999999996,27.34,4.54,86.74,18.016583333333333,64.42985
SYR,Syria,2012,43.79,23.78,4.34,71.31,18.691916666666668,65.64545
SYR,Syria,2013,35.809,20.17,3.68,57.3,19.503625,67.106525
TWN,Taiwan,2000,221.92,,,,23.095333333333333,73.5716
TWN,Taiwan,2001,224.03,,,,23.15341666666666,73.67614999999999
TWN,Taiwan,2002,235.36,,,,23.44708333333334,74.20475
TWN,Taiwan,2003,241.63,,,,23.222416666666664,73.80035
TWN,Taiwan,2004,250.25900000000001,,,,22.9305,73.2749
TWN,Taiwan,2005,255.804,,,,22.782750000000004,73.00894999999998
TWN,Taiwan,2006,248.96400000000003,,,,23.378833333333336,74.08189999999999
TWN,Taiwan,2007,273.73400000000004,,,,23.38241666666667,74.08835
TWN,Taiwan,2008,260.073,,,,23.020833333333332,73.43749999999999
TWN,Taiwan,2009,246.907,,,,23.13558333333333,73.64405000000001
TWN,Taiwan,2010,264.82,,,,23.002416666666672,73.40435000000001
TWN,Taiwan,2011,266.485,,,,22.551833333333335,72.59330000000001
TWN,Taiwan,2012,255.477,,,,22.815916666666666,73.06864999999999
TWN,Taiwan,2013,257.70799999999997,,,,23.237,73.8266
TZA,Tanzania,2000,2.571,38.29,18.97,268.84,26.183499999999995,79.13029999999999
TZA,Tanzania,2001,3.04,52.44,23.56,309.86,26.27525,79.29544999999999
TZA,Tanzania,2002,3.487,48.36,22.83,296.71,26.35908333333333,79.44635
TZA,Tanzania,2003,3.6860000000000004,55.71,25.61,320.23,26.692666666666668,80.0468
TZA,Tanzania,2004,4.232,56.04,25.11,323.08,26.342250000000003,79.41605000000001
TZA,Tanzania,2005,5.36,62.54,27.43,339.34,26.79625,80.23325000000001
TZA,Tanzania,2006,5.879,55.21,24.9,308.54,26.361916666666662,79.45145000000001
TZA,Tanzania,2007,5.71,58.3,26.52,319.93,26.451083333333326,79.61195000000001
TZA,Tanzania,2008,5.915,60.06,26.42,323.92,26.174583333333334,79.11425
TZA,Tanzania,2009,5.771,58.32,26.74,314.79,26.668333333333337,80.003
TZA,Tanzania,2010,6.925,60.13,27.34,316.03,26.70441666666667,80.06795000000001
TZA,Tanzania,2011,7.752000000000001,63.45,27.91,311.67,26.557916666666667,79.80425000000001
TZA,Tanzania,2012,9.062000000000001,65.34,29.91,309.61,26.50825,79.71485
TZA,Tanzania,2013,9.908,67.51,30.71,309.43,26.763125000000002,80.17362499999999
THA,Thailand,2000,170.69799999999998,72.69,15.99,267.95,27.522999999999996,81.54140000000001
THA,Thailand,2001,182.484,74.29,16.58,272.25,27.81283333333333,82.0631
THA,Thailand,2002,192.054,74.26,17.47,284.79,27.981499999999997,82.36670000000001
THA,Thailand,2003,203.237,77.29,18.83,297.24,27.789999999999996,82.02200000000002
THA,Thailand,2004,218.514,82.45,19.82,323.23,27.797666666666668,82.03580000000001
THA,Thailand,2005,224.34599999999998,81.92,18.42,327.49,27.924333333333337,82.2638
THA,Thailand,2006,227.717,81.4,18.13,324.74,27.91808333333334,82.25255
THA,Thailand,2007,230.762,87.89,20.98,341.27,27.787166666666668,82.0169
THA,Thailand,2008,228.11599999999999,86.3,19.58,343.7,27.480916666666673,81.46565
THA,Thailand,2009,243.27900000000002,89.51,21.78,343.26,27.78566666666667,82.0142
THA,Thailand,2010,256.422,93.13,22.62,363.47,28.536916666666666,83.36645
THA,Thailand,2011,253.801,90.96,21.62,377.26,27.558333333333334,81.605
THA,Thailand,2012,270.175,92.85,22.39,400.91,28.483833333333333,83.27089999999998
THA,Thailand,2013,286.069,90.44,21.8,411.83,28.984750000000002,84.17255
TUR,Turkey,2000,229.791,38.8,27.63,262.94,14.21675,57.59015000000001
TUR,Turkey,2001,213.486,37.98,25.04,232.39,15.351861111111113,59.633349999999986
TUR,Turkey,2002,220.97799999999998,37.37,25.39,242.67,14.497499999999999,58.0955
TUR,Turkey,2003,236.484,37.08,26.24,254.51,14.332055555555554,57.79770000000001
TUR,Turkey,2004,244.46400000000003,37.18,26.67,260.87,14.39713888888889,57.91485
TUR,Turkey,2005,264.20099999999996,38.51,27.17,273.39,14.417250000000003,57.95105000000001
TUR,Turkey,2006,281.649,39.95,28.82,277.83,14.312222222222223,57.76199999999999
TUR,Turkey,2007,312.737,42.39,27.91,307.7,15.148444444444449,59.26720000000003
TUR,Turkey,2008,309.32099999999997,44.06,26.4,306.3,14.90358333333333,58.826449999999994
TUR,Turkey,2009,315.36,43.89,29.54,309.8,14.99561111111111,58.9921
TUR,Turkey,2010,314.38,43.85,28.82,319.51,16.046583333333338,60.88385000000002
TUR,Turkey,2011,339.48199999999997,45.18,28.96,332.18,13.880333333333331,56.9846
TUR,Turkey,2012,353.666,46.64,29.61,346.17,14.987416666666668,58.97734999999997
TUR,Turkey,2013,345.221,45.88,32.15,337.45,16.165625,61.098125
UKR,Ukraine,2000,285.337,118.01,18.31,385.47,8.818750000000001,47.87375
UKR,Ukraine,2001,303.559,113.57,18.76,408.8,8.424000000000001,47.163199999999996
UKR,Ukraine,2002,295.673,113.26,19.92,417.04,8.874833333333333,47.974700000000006
UKR,Ukraine,2003,307.017,117.64,18.56,442.5,7.799083333333333,46.03835
UKR,Ukraine,2004,310.363,106.08,18.03,407.32,8.323583333333334,46.98245
UKR,Ukraine,2005,313.118,98.94,17.94,388.14,8.387416666666669,47.097350000000006
UKR,Ukraine,2006,332.67,95.38,18.2,395.81,7.884499999999998,46.1921
UKR,Ukraine,2007,336.36400000000003,94.56,19.27,405.23,9.456,49.0208
UKR,Ukraine,2008,325.533,89.7,20.9,391.78,9.238249999999999,48.62884999999999
UKR,Ukraine,2009,277.29400000000004,81.44,18.6,331.88,8.819749999999997,47.875550000000004
UKR,Ukraine,2010,294.078,80.7,19.7,348.01,8.965,48.137
UKR,Ukraine,2011,307.953,85.34,22.58,386.44,8.479666666666667,47.26340000000001
UKR,Ukraine,2012,303.953,80.82,22.08,377.12,8.564583333333333,47.41625
UKR,Ukraine,2013,297.29400000000004,75.54,23.52,360.89,10.331375,50.596475
GBR,United Kingdom,2000,567.504,112.24,37.19,679.53,10.519166666666667,50.93450000000001
GBR,United Kingdom,2001,576.195,106.56,35.69,687.32,10.180416666666668,50.32475
GBR,United Kingdom,2002,560.3009999999999,103.85,33.21,668.26,10.91141666666667,51.64055
GBR,United Kingdom,2003,571.771,98.89,33.09,677.15,10.809416666666666,51.456950000000006
GBR,United Kingdom,2004,573.216,93.91,33.51,670.8,10.767833333333334,51.3821
GBR,United Kingdom,2005,569.927,89.38,32.3,664.4,10.630333333333335,51.134600000000006
GBR,United Kingdom,2006,567.528,84.92,31.53,661.66,11.09675,51.97415
GBR,United Kingdom,2007,559.249,80.69,31.4,645.62,10.834416666666668,51.501949999999994
GBR,United Kingdom,2008,544.812,74.96,30.66,624.23,10.377583333333336,50.67965
GBR,United Kingdom,2009,494.29400000000004,70.15,28.92,568.84,10.523499999999999,50.942299999999996
GBR,United Kingdom,2010,512.024,65.34,29.07,581.78,9.3755,48.8759
GBR,United Kingdom,2011,469.80400000000003,62.44,27.93,538.11,11.193583333333335,52.148450000000004
GBR,United Kingdom,2012,487.796,60.91,27.9,559.76,9.997583333333335,49.995650000000005
GBR,United Kingdom,2013,477.901,56.18,28.12,541.18,9.907250000000001,49.83305
USA,United States,2000,5998.07,693.11,263.79,6495.12,12.567361111111113,54.621249999999996
USA,United States,2001,5900.437,693.96,258.96,6439.61,13.033444444444447,55.460200000000015
USA,United States,2002,5942.651999999999,692.33,260.45,6321.65,13.0715,55.52870000000001
USA,United States,2003,5991.96,685.6,264.54,6353.16,12.42075,54.35734999999999
USA,United States,2004,6107.618,695.48,264.35,6500.27,12.628583333333337,54.73144999999999
USA,United States,2005,6131.893,684.7,262.64,6477.6,12.898888888888889,55.218
USA,United States,2006,6051.0509999999995,685.94,265.3,6388.86,13.337611111111112,56.0077
USA,United States,2007,6128.43,708.39,273.08,6601.13,12.925194444444443,55.26535000000001
USA,United States,2008,5930.54,684.28,252.55,6267.35,12.632944444444446,54.73930000000001
USA,United States,2009,5491.036,679.85,246.01,5865.86,12.372388888888885,54.2703
USA,United States,2010,5698.056,679.25,250.84,6111.81,13.020166666666668,55.43630000000002
USA,United States,2011,5565.294,670.49,261.57,6235.85,12.787111111111109,55.0168
USA,United States,2012,5367.569,648.75,251.8,5936.09,13.960777777777778,57.1294
USA,United States,2013,5514.029,643.66,251.19,6056.31,13.957148148148145,57.122866666666674
VNM,Vietnam,2000,52.332,65.53,19.12,86.21,27.588916666666663,81.66005000000001
VNM,Vietnam,2001,59.528999999999996,66.01,17.4,118.01,27.83175,82.09715
VNM,Vietnam,2002,68.661,69.37,18.48,135.42,28.064750000000004,82.51655000000001
VNM,Vietnam,2003,76.277,72.25,20.04,141.59,27.82766666666667,82.08980000000001
VNM,Vietnam,2004,87.8,75.17,20.87,159.72,27.686583333333335,81.83585
VNM,Vietnam,2005,94.859,77.95,20.2,169.51,27.884000000000004,82.1912
VNM,Vietnam,2006,99.13,79.37,19.48,184.61,28.044,82.4792
VNM,Vietnam,2007,100.57700000000001,83.13,21.57,200.3,27.86666666666667,82.16000000000001
VNM,Vietnam,2008,113.244,83.08,18.2,209.21,27.611416666666667,81.70055
VNM,Vietnam,2009,122.833,85.6,23.64,231.32,27.85333333333334,82.13600000000001
VNM,Vietnam,2010,136.113,88.65,21.9,250.6,28.28175,82.90715
VNM,Vietnam,2011,145.048,87.69,20.16,235.37,27.675416666666667,81.81575
VNM,Vietnam,2012,135.686,89.18,21.54,236.85,28.248749999999998,82.84775
VNM,Vietnam,2013,140.893,90.24,23.98,248.86,28.455,83.219
ZWE,Zimbabwe,2000,13.818,11.39,6.6,69.59,20.283666666666672,68.5106
ZWE,Zimbabwe,2001,12.509,12.49,7.13,71.44,20.861,69.5498
ZWE,Zimbabwe,2002,11.897,11.0,6.1,67.45,21.079333333333338,69.94279999999999
ZWE,Zimbabwe,2003,10.607999999999999,10.64,5.96,64.68,20.889166666666668,69.60050000000001
ZWE,Zimbabwe,2004,9.429,10.96,6.18,64.87,20.30766666666667,68.55379999999998
ZWE,Zimbabwe,2005,10.7,10.7,5.87,65.05,21.487416666666665,70.67735
ZWE,Zimbabwe,2006,10.365,10.38,5.84,63.96,20.69975,69.25955
ZWE,Zimbabwe,2007,9.834,10.69,6.12,64.45,20.74625,69.34325
ZWE,Zimbabwe,2008,7.718999999999999,11.01,6.31,62.88,20.6805,69.2249
ZWE,Zimbabwe,2009,5.476,11.35,6.7,63.54,20.523833333333336,68.94290000000001
ZWE,Zimbabwe,2010,7.864,11.87,7.11,66.54,21.165833333333335,70.0985
ZWE,Zimbabwe,2011,9.48,12.26,7.26,67.42,20.78175,69.40715000000002
ZWE,Zimbabwe,2012,7.659,12.17,6.92,67.63,20.523333333333333,68.942
ZWE,Zimbabwe,2013,11.617,12.08,6.67,67.55,19.7565,67.5617
